#<Tempo> <Magnetizzazione> <Energia> (NumeroSpin = 100 Temperatura = 2.000000)
0	-0.100000	0.160000
1	0.000000	-0.640000
2	-0.320000	-0.840000
3	-0.100000	-0.760000
4	0.120000	-1.000000
5	0.040000	-1.200000
6	0.260000	-1.120000
7	0.660000	-1.400000
8	0.440000	-1.040000
9	0.520000	-1.280000
10	0.860000	-1.520000
11	0.780000	-1.520000
12	0.880000	-1.680000
13	0.900000	-1.600000
14	0.820000	-1.400000
15	0.880000	-1.600000
16	0.900000	-1.680000
17	0.920000	-1.640000
18	0.900000	-1.640000
19	0.940000	-1.680000
20	0.980000	-1.840000
21	1.000000	-1.920000
22	0.960000	-1.800000
23	0.980000	-1.840000
24	0.940000	-1.680000
25	1.000000	-1.920000
26	0.940000	-1.720000
27	0.920000	-1.640000
28	0.880000	-1.520000
29	0.940000	-1.720000
30	0.980000	-1.840000
31	0.920000	-1.640000
32	0.900000	-1.560000
33	0.960000	-1.760000
34	0.860000	-1.400000
35	0.900000	-1.680000
36	1.000000	-1.920000
37	0.920000	-1.600000
38	0.920000	-1.600000
39	0.960000	-1.760000
40	0.960000	-1.760000
41	0.980000	-1.840000
42	0.960000	-1.760000
43	0.920000	-1.680000
44	0.960000	-1.760000
45	0.880000	-1.560000
46	0.840000	-1.440000
47	0.780000	-1.400000
48	0.840000	-1.520000
49	0.900000	-1.560000
50	0.820000	-1.520000
51	0.940000	-1.720000
52	0.960000	-1.760000
53	0.960000	-1.800000
54	0.980000	-1.840000
55	0.940000	-1.720000
56	0.880000	-1.680000
57	0.860000	-1.600000
58	0.940000	-1.680000
59	0.980000	-1.840000
60	0.980000	-1.840000
61	1.000000	-1.920000
62	0.960000	-1.760000
63	0.980000	-1.840000
64	0.920000	-1.640000
65	0.920000	-1.640000
66	0.840000	-1.560000
67	0.840000	-1.440000
68	0.960000	-1.800000
69	0.840000	-1.440000
70	0.860000	-1.440000
71	0.840000	-1.440000
72	0.900000	-1.600000
73	0.900000	-1.600000
74	0.900000	-1.560000
75	0.880000	-1.520000
76	0.980000	-1.840000
77	0.940000	-1.680000
78	0.940000	-1.680000
79	0.980000	-1.840000
80	0.980000	-1.840000
81	0.980000	-1.840000
82	0.980000	-1.840000
83	0.980000	-1.840000
84	0.860000	-1.520000
85	0.960000	-1.760000
86	0.880000	-1.480000
87	0.940000	-1.680000
88	0.860000	-1.560000
89	0.940000	-1.760000
90	0.960000	-1.760000
91	0.920000	-1.640000
92	0.940000	-1.720000
93	1.000000	-1.920000
94	0.980000	-1.840000
95	0.880000	-1.640000
96	0.760000	-1.440000
97	0.500000	-1.360000
98	0.700000	-1.320000
99	0.760000	-1.240000
100	0.780000	-1.240000
101	0.940000	-1.680000
102	0.900000	-1.600000
103	0.880000	-1.520000
104	0.960000	-1.760000
105	1.000000	-1.920000
106	0.940000	-1.680000
107	0.980000	-1.840000
108	0.960000	-1.760000
109	0.920000	-1.640000
110	0.800000	-1.520000
111	0.900000	-1.520000
112	0.800000	-1.440000
113	0.860000	-1.520000
114	0.940000	-1.720000
115	1.000000	-1.920000
116	0.900000	-1.560000
117	1.000000	-1.920000
118	0.980000	-1.840000
119	0.980000	-1.840000
120	0.940000	-1.720000
121	0.940000	-1.680000
122	0.960000	-1.760000
123	0.960000	-1.760000
124	0.940000	-1.680000
125	0.940000	-1.680000
126	0.960000	-1.760000
127	0.960000	-1.760000
128	0.960000	-1.760000
129	0.980000	-1.840000
130	1.000000	-1.920000
131	0.980000	-1.840000
132	1.000000	-1.920000
133	1.000000	-1.920000
134	0.980000	-1.840000
135	1.000000	-1.920000
136	0.920000	-1.680000
137	0.900000	-1.600000
138	0.880000	-1.680000
139	0.960000	-1.760000
140	0.960000	-1.760000
141	1.000000	-1.920000
142	0.960000	-1.800000
143	0.980000	-1.840000
144	0.900000	-1.600000
145	0.980000	-1.840000
146	0.960000	-1.800000
147	0.940000	-1.720000
148	0.960000	-1.760000
149	1.000000	-1.920000
150	0.960000	-1.800000
151	1.000000	-1.920000
152	0.980000	-1.840000
153	1.000000	-1.920000
154	0.900000	-1.520000
155	0.940000	-1.680000
156	0.940000	-1.680000
157	0.860000	-1.440000
158	0.880000	-1.480000
159	0.840000	-1.320000
160	0.920000	-1.640000
161	0.880000	-1.520000
162	0.980000	-1.840000
163	0.880000	-1.600000
164	0.980000	-1.840000
165	0.880000	-1.480000
166	0.860000	-1.480000
167	0.740000	-1.120000
168	0.900000	-1.560000
169	0.980000	-1.840000
170	0.940000	-1.720000
171	0.980000	-1.840000
172	1.000000	-1.920000
173	0.980000	-1.840000
174	1.000000	-1.920000
175	0.900000	-1.640000
176	0.860000	-1.440000
177	0.940000	-1.720000
178	0.640000	-1.280000
179	0.480000	-1.120000
180	0.460000	-1.280000
181	0.500000	-1.400000
182	0.600000	-1.240000
183	0.620000	-1.120000
184	0.880000	-1.560000
185	0.900000	-1.640000
186	0.980000	-1.840000
187	0.980000	-1.840000
188	0.980000	-1.840000
189	0.960000	-1.760000
190	0.840000	-1.360000
191	0.880000	-1.520000
192	0.900000	-1.560000
193	0.840000	-1.360000
194	0.940000	-1.680000
195	0.940000	-1.720000
196	0.980000	-1.840000
197	0.920000	-1.640000
198	0.840000	-1.440000
199	0.800000	-1.480000
200	0.820000	-1.440000
201	0.920000	-1.640000
202	0.880000	-1.520000
203	0.920000	-1.600000
204	0.960000	-1.760000
205	0.980000	-1.840000
206	0.960000	-1.800000
207	0.900000	-1.560000
208	0.920000	-1.600000
209	0.820000	-1.520000
210	0.740000	-1.360000
211	0.980000	-1.840000
212	0.840000	-1.520000
213	0.920000	-1.680000
214	0.940000	-1.680000
215	0.880000	-1.520000
216	0.940000	-1.680000
217	0.940000	-1.680000
218	0.940000	-1.720000
219	0.940000	-1.680000
220	0.960000	-1.760000
221	0.960000	-1.800000
222	0.980000	-1.840000
223	0.900000	-1.520000
224	0.960000	-1.760000
225	0.840000	-1.320000
226	0.920000	-1.640000
227	0.940000	-1.720000
228	0.980000	-1.840000
229	0.880000	-1.480000
230	0.840000	-1.480000
231	0.980000	-1.840000
232	1.000000	-1.920000
233	1.000000	-1.920000
234	0.820000	-1.600000
235	0.940000	-1.720000
236	0.900000	-1.600000
237	0.920000	-1.640000
238	0.880000	-1.520000
239	0.980000	-1.840000
240	0.960000	-1.760000
241	0.980000	-1.840000
242	0.960000	-1.760000
243	0.940000	-1.680000
244	0.940000	-1.720000
245	0.960000	-1.760000
246	0.900000	-1.600000
247	0.900000	-1.600000
248	0.960000	-1.760000
249	0.900000	-1.560000
250	0.920000	-1.640000
251	0.860000	-1.480000
252	0.800000	-1.360000
253	0.940000	-1.680000
254	0.980000	-1.840000
255	1.000000	-1.920000
256	0.880000	-1.600000
257	1.000000	-1.920000
258	0.960000	-1.760000
259	0.920000	-1.640000
260	0.940000	-1.680000
261	0.900000	-1.560000
262	0.740000	-1.240000
263	0.860000	-1.600000
264	0.960000	-1.760000
265	0.920000	-1.720000
266	0.760000	-1.280000
267	0.940000	-1.760000
268	0.820000	-1.600000
269	0.900000	-1.640000
270	0.840000	-1.600000
271	0.760000	-1.360000
272	0.780000	-1.480000
273	0.900000	-1.640000
274	1.000000	-1.920000
275	0.960000	-1.760000
276	0.980000	-1.840000
277	0.920000	-1.640000
278	0.960000	-1.760000
279	0.980000	-1.840000
280	0.920000	-1.640000
281	0.940000	-1.720000
282	0.960000	-1.760000
283	0.840000	-1.440000
284	0.980000	-1.840000
285	0.920000	-1.640000
286	0.720000	-1.240000
287	0.540000	-1.360000
288	0.600000	-1.360000
289	0.760000	-1.480000
290	0.740000	-1.440000
291	1.000000	-1.920000
292	0.860000	-1.600000
293	0.940000	-1.680000
294	0.960000	-1.760000
295	0.880000	-1.560000
296	0.960000	-1.800000
297	1.000000	-1.920000
298	0.980000	-1.840000
299	0.920000	-1.640000
300	0.980000	-1.840000
301	1.000000	-1.920000
302	0.980000	-1.840000
303	0.920000	-1.640000
304	0.860000	-1.680000
305	0.940000	-1.720000
306	0.960000	-1.760000
307	0.960000	-1.760000
308	0.980000	-1.840000
309	0.900000	-1.720000
310	0.900000	-1.600000
311	0.960000	-1.760000
312	0.980000	-1.840000
313	0.980000	-1.840000
314	0.960000	-1.800000
315	0.960000	-1.800000
316	0.940000	-1.720000
317	0.880000	-1.520000
318	0.940000	-1.720000
319	0.940000	-1.680000
320	0.980000	-1.840000
321	0.920000	-1.600000
322	0.900000	-1.600000
323	0.940000	-1.720000
324	0.940000	-1.720000
325	0.940000	-1.760000
326	0.920000	-1.600000
327	0.940000	-1.680000
328	0.900000	-1.560000
329	0.500000	-1.040000
330	0.140000	-1.040000
331	0.240000	-0.800000
332	0.720000	-1.320000
333	0.880000	-1.600000
334	1.000000	-1.920000
335	0.920000	-1.640000
336	0.940000	-1.720000
337	0.920000	-1.640000
338	0.940000	-1.680000
339	0.940000	-1.760000
340	0.900000	-1.600000
341	0.900000	-1.600000
342	0.900000	-1.600000
343	0.960000	-1.760000
344	0.860000	-1.480000
345	0.860000	-1.480000
346	0.940000	-1.760000
347	0.980000	-1.840000
348	1.000000	-1.920000
349	0.980000	-1.840000
350	0.960000	-1.760000
351	0.940000	-1.680000
352	0.980000	-1.840000
353	0.860000	-1.480000
354	0.920000	-1.600000
355	0.980000	-1.840000
356	0.900000	-1.680000
357	0.880000	-1.600000
358	0.880000	-1.520000
359	0.960000	-1.760000
360	0.920000	-1.680000
361	0.900000	-1.640000
362	1.000000	-1.920000
363	0.960000	-1.760000
364	0.940000	-1.680000
365	0.940000	-1.680000
366	0.940000	-1.680000
367	0.880000	-1.520000
368	0.940000	-1.680000
369	0.920000	-1.640000
370	0.960000	-1.760000
371	0.960000	-1.800000
372	0.960000	-1.760000
373	0.980000	-1.840000
374	0.960000	-1.760000
375	0.980000	-1.840000
